COUNT,RARITY,METATOON STUDIOS CHARACTER,BACKGROUND NAME,BACKGROUND COLOR,SKIN,SKIN COLOR NAME,BODY,BODY COLOR NAME,FACE,FACE COLOR NAME,FRECKLES,WHISKERS,TEETH,TEETH COLOR NAME,TONGUE,TONGUE COLOR,EYES,EYE COLOR NAME,TRAIT 1,TRAIT 1 - COLOR 1,TRAIT 1 - COLOR 2,TRAIT 2,TRAIT 2 - COLOR 1,TRAIT 2 - COLOR 2,TRAIT 3,TRAIT 3 - COLOR 1,TRAIT 3 - COLOR 2,TRAIT 4,TRAIT 4 - COLOR 1,TRAIT 4 - COLOR 2,PROP
73,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,INFATUATION,BATES GREY,SEEING STARS,BATES GREY,NOIR BLACK,THUMPED,BATES GREY,NA,NA,NA,NA,NA,NA,NA,NOIR AMOR
74,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,NA,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,XX,NOIR BLACK,CONDEMNED,DARK WHITE,NA,BLOWIN STEAM,NOIR SMOKE,NA,LAST WORDS,BATES GREY,NA,NA,NA,NA,NOIR SPARKLING SPRAYER
75,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,NA,NA,WOLF FANGS,DARK WHITE,OG,BATES GREY,SOULESS,NOIR GREY,SALVATION,NOIR BLACK,NA,CUPIDS BOW,BATES GREY,NOIR SMOKE,SCENE OF THE CRIME,BATES GREY,NA,NA,NA,NA,NOIR HERMES FLIGHT
76,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,NA,NA,WOLF FANGS,DARK WHITE,OG,BATES GREY,EXHILARATION,NOIR GREY,MIND BLOWN,NOIR SMOKE,NA,KA BOOM,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NOIR LUCKY DICE
77,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,NA,NA,WOLF FANGS,DARK WHITE,OG,BATES GREY,PAYDAY,NOIR BLACK,10 GALLON,BATES GREY,NA,STICK EM UP,NOIR SMOKE,NA,NA,NA,NA,NA,NA,NA,NOIR DRINKERS DELIGHT
78,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,NA,NA,WOLF FANGS,DARK WHITE,OG,BATES GREY,XX,NOIR BLACK,CONDEMNED,DARK WHITE,NOIR GREY,ARTEMIS'S BOW,NOIR BLACK,NOIR GREY,NA,NA,NA,NA,NA,NA,NOIR SEND HELP
79,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,NA,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,LOONY EYES,DARK WHITE,SEEING STARS,BATES GREY,NOIR BLACK,STICK EM UP,NOIR SMOKE,NA,NA,NA,NA,NA,NA,NA,NOIR MOLLIWOP
80,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,TOON EYES,DARK WHITE,10 GALLON,DARK WHITE,NA,CUPIDS BOW,BATES GREY,DARK WHITE,SCENE OF THE CRIME,DARK WHITE,NA,NA,NA,NA,NA
81,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,HADES LENS,BATES GREY,BLOWIN STEAM,NOIR SMOKE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,INFATUATION,BATES GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,PAYDAY,NOIR BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,EXHILARATION,NOIR SMOKE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,TOON EYES,DARK WHITE,SALVATION,NOIR BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,PABLO'S WEB,NOIR GREY,CONDEMNED,NOIR SMOKE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,LAUGHING,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,TOON EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,MALICIOUS,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,VOID,NOIR GREY,CONDEMNED,NOIR SMOKE,NA,SCENE OF THE CRIME,BATES GREY,NA,NA,NA,NA,NA,NA,NA,NA
89,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,MALICIOUS,NOIR GREY,YES,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,TOON EYES,DARK WHITE,CONDEMNED,NOIR SMOKE,NA,ARTEMIS'S BOW,NOIR BLACK,DARK WHITE,NA,NA,NA,NA,NA,NA,NA
90,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,MALICIOUS,NOIR GREY,NA,NA,WOLF FANGS,DARK WHITE,OG,BATES GREY,TOON EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,HOWLLING ,NOIR GREY,NA,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,XX,NOIR BLACK,SALVATION,NOIR BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,ULTRA RARE ,LOUIS WOLF,GALLERY,ARCTIC WHITE,NOIR,NOIR BLACK,OG,NOIR BLACK,HOWLLING ,NOIR GREY,NA,YES,WOLF FANGS,DARK WHITE,OG,BATES GREY,XX,NOIR BLACK,CONDEMNED,NOIR SMOKE,NA,BLOWIN STEAM,NOIR SMOKE,NA,SCENE OF THE CRIME,BATES GREY,NA,NA,NA,NA,NA
93,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,THE MCHATTERSON PROJECT,THE CHAMPION ,TOON,NA,LAUGHING,NA,YES,YES,WOLF FANGS,NA,OG,NA,DAZED,NA,FLASHING LIGHTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,MIDNIGHT CAMO,SPECIAL DARK MULTI,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,FIAT YELLOW,SEEING STARS ,ROYAL BLUE,NA,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA
95,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,MIDNIGHT CAMO,SPECIAL DARK MULTI,TOON,TUXEDO BLACK,MALICIOUS,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,DARK WHITE,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,MALICIOUS,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,DARK WHITE,CONDEMNED,DARK WHITE,NA,BLOWIN STEAM,DARK WHITE,NA,SCENE OIF THE CRIME ,DARK WHITE,NA,NA,NA,NA,NA
97,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,MALICIOUS,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,DARK WHITE,SEEING STARS ,LEMONADE,NA,STICK EM UP,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA
98,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,DARK WHITE,TOON EYES,DARK WHITE,CONDEMNED,DARK WHITE,NA,BLOWIN STEAM,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA
99,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,PAYDAY,FIAT YELLOW,SALVATION,TUXEDO BLACK,NA,ARTEMIS'S BOW,DARK WHITE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA
100,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,MALICIOUS,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,?,?,LAST WORDS,FIAT YELLOW,NA,ARTEMIS'S BOW,ROYAL BLUE,DARK WHITE,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA
101,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,MALICIOUS,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,MIDNIGHT CAMO,SPECIAL DARK MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,PAYDAY,JUNGLE MINT,SALVATION,BRIORANGE,NA,SEEING STARS ,DARK WHITE,NA,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA
103,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,MIDNIGHT CAMO,SPECIAL DARK MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,INFATUATION,JUNGLE MINT,BLOWIN STEAM,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,MIDNIGHT CAMO,SPECIAL DARK MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,SEEING STARS ,PASTEL PINK ,NA,LAST WORDS,MOONLIGHT,NA,NA,NA,NA,NA,NA,NA,NA
105,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,MIDNIGHT CAMO,SPECIAL DARK MULTI,TOON,TUXEDO BLACK,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,10 GALLON,GHOST WHITE,NA,STICK EM UP,BRIORANGE,NA,SCENE OF THE CRIME,GHOST WHITE,NA,NA,NA,NA,NA
106,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,MIDNIGHT CAMO,SPECIAL DARK MULTI,TOON,TUXEDO BLACK,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,EXHILARATION,VICE BLUE,SALVATION,TUXEDO BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,MIDNIGHT CAMO,SPECIAL DARK MULTI,TOON,TUXEDO BLACK,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,VICE BLUE,LOONY EYES,GHOST WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,XX,TUXEDO BLACK,CUPIDS BOW,FIAT YELLOW,DARK WHITE,LAST WORDS,ROYAL BLUE,NA,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA
109,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,INFATUATION,POW RED,CONDEMNED,DARK WHITE,NA,BLOWIN STEAM,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA
110,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,SALVATION,PASTEL PINK ,NA,SEEING STARS,LEMONADE,NA,CUPIDS BOW,ROYAL BLUE,NA,NA,NA,NA,NA
111,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,SOULESS,BLISS BROWN,ARTEMIS'S BOW,LEMONADE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,HADES LENS,MORNING BLEND,10 GALLON,BONE,NA,STICK EM UP,JUNGLE MINT,NA,SCENE OF THE CRIME,LEMONADE,NA,NA,NA,NA,NA
114,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,EXHILARATION,JUNGLE MINT,SEEING STARS ,DARK WHITE,NA,SCENE OF THE CRIME ,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA
115,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,EXHILARATION,FIAT YELLOW,BLOWIN STEAM,GHOST WHITE,NA,STICK EM UP,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA
116,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,EXHILARATION,GHOST WHITE,KA BOOM,HELL RED,NA,SCENE OF THE CRIME ,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA
117,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,PAYDAY,JUNGLE MINT,10 GALLON,BONE,NA,SCENE OF THE CRIME ,VICE BLUE,NA,NA,NA,NA,NA,NA,NA,NA
118,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,PAYDAY,BILLIE GREEN,ARTEMIS'S BOW,FIAT YELLOW,NA,STICK EM UP,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA
119,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,INFATUATION,JUNGLE MINT,BLOWIN STEAM,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,SEEING STARS ,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,XX,TUXEDO BLACK,STICK EM UP,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,?,?,LAST WORDS,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BILLIE GREEN,TOON EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,SOULESS,MORNING BLEND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,LAVA LAMP,SPECIAL MULTI,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,LOONY EYES,POW RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,RANGER GREEN,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,PAYDAY,FIAT YELLOW,SALVATION,TUXEDO BLACK,NA,BLOWIN STEAM,DARK WHITE,NA,SCENE OF THE CRIME,FIAT YELLOW,NA,NA,NA,NA,NA
128,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,HUNTER BLUE,TOON,TUXEDO BLACK,MALICIOUS,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,DARK WHITE,10 GALLON,TAMARINDO,NA,STICK EM UP,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA
129,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,HUNTER BLUE,TOON,TUXEDO BLACK,MALICIOUS,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,DARK WHITE,SEEING STARS ,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,HUNTER BLUE,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,FIAT YELLOW,SEEING STARS ,DARK WHITE,NA,ARTEMIS'S BOW,FIAT YELLOW,DARK WHITE,NA,NA,NA,NA,NA,NA,NA
131,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,BRIORANGE,TOON,TUXEDO BLACK,MALICIOUS,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,DARK WHITE,SEEING STARS ,JUNGLE MINT,NA,CUPIDS BOW,TUXEDO BLACK,DARK WHITE,NA,NA,NA,NA,NA,NA,NA
132,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,BRIORANGE,TOON,TUXEDO BLACK,MALICIOUS,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,TOON EYES,DARK WHITE,MIND BLOWN,GHOST WHITE,NA,SEEING STARS ,FIAT YELLOW,NA,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA
133,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,BRIORANGE,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,PASTEL PINK ,TOON,TUXEDO BLACK,MALICIOUS,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,TOON EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,PASTEL PINK ,TOON,TUXEDO BLACK,MALICIOUS,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,FIAT YELLOW,10 GALLON,HONEYCOMB,NA,ARTEMIS'S BOW,JUNGLE MINT,DARK WHITE,NA,NA,NA,NA,NA,NA,NA
136,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,PASTEL PINK ,TOON,TUXEDO BLACK,MALICIOUS,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,TOON EYES,FIAT YELLOW,THUMPED,ROYAL BLUE,NA,ARTEMIS'S BOW,LEMONADE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA
137,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,PASTEL PINK ,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,FIAT YELLOW,SALVATION,FIAT YELLOW,NA,BLOWIN STEAM,DARK WHITE,NA,SCENE OF THE CRIME ,FIAT YELLOW,NA,NA,NA,NA,NA
138,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,FIAT YELLOW,THUMPED,BRIORANGE,NA,CONDEMNED,DARK WHITE,NA,KA BOOM,ROYAL BLUE,NA,NA,NA,NA,NA
140,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,,TOON,TUXEDO BLACK,MALICIOUS,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,PAYDAY,ROYAL BLUE,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,,TOON,TUXEDO BLACK,MALICIOUS,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,INFATUATION,POW RED,SALVATION,FIAT YELLOW,NA,BLOWIN STEAM,SLEEPY GREY,NA,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA
142,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,,TOON,TUXEDO BLACK,MALICIOUS,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,KILLER PINK,TOON EYES,FIAT YELLOW,CUPIDS BOW,JUNGLE MINT,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,RARE,LOUIS WOLF,GALLERY,ARCTIC WHITE,CHECKMATE,,TOON,TUXEDO BLACK,MALICIOUS,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,BILLIE GREEN,TOON EYES,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
